"","Geneid","Length"
"23402","ENSMUSG00000100949",273
"23403","ENSMUSG00000094827",1009
"23404","ENSMUSG00000098205",1007
"23405","ENSMUSG00000101312",436
"23406","ENSMUSG00000099932",336
"23407","ENSMUSG00000099905",275
"23408","ENSMUSG00000096274",121
"23409","ENSMUSG00000100613",463
"23410","ENSMUSG00000100577",121
"23411","ENSMUSG00000100903",328
"23412","ENSMUSG00000097952",992
"23413","ENSMUSG00000099549",139
"23414","ENSMUSG00000099821",463
"23415","ENSMUSG00000097972",508
"23416","ENSMUSG00000101232",417
"23417","ENSMUSG00000100443",333
"23418","ENSMUSG00000101185",275
"23419","ENSMUSG00000096142",121
"23420","ENSMUSG00000100324",463
"23421","ENSMUSG00000100471",103
"23422","ENSMUSG00000101296",337
"23423","ENSMUSG00000101486",982
"23424","ENSMUSG00000101375",139
"23425","ENSMUSG00000101974",463
"23426","ENSMUSG00000098094",508
"23427","ENSMUSG00000099898",417
"23428","ENSMUSG00000101927",139
"23429","ENSMUSG00000101137",460
"23430","ENSMUSG00000101487",334
"23431","ENSMUSG00000098044",991
"23432","ENSMUSG00000100904",139
"23433","ENSMUSG00000101427",463
"23434","ENSMUSG00000100058",523
"23435","ENSMUSG00000101401",402
"23436","ENSMUSG00000096467",520
"23437","ENSMUSG00000095232",418
"23438","ENSMUSG00000096102",962
"23439","ENSMUSG00000094305",523
"23440","ENSMUSG00000094978",421
"23441","ENSMUSG00000098080",1007
"23442","ENSMUSG00000101027",136
"23443","ENSMUSG00000099578",481
"23444","ENSMUSG00000101975",331
"23445","ENSMUSG00000099900",520
"23446","ENSMUSG00000095487",296
"23447","ENSMUSG00000083568",462
"23448","ENSMUSG00000081155",135
"23449","ENSMUSG00000083381",340
"23450","ENSMUSG00000079892",280
"23451","ENSMUSG00000083896",574
"23452","ENSMUSG00000079893",252
"23453","ENSMUSG00000085312",1939
"23454","ENSMUSG00000094079",468
"23455","ENSMUSG00000046438",523
"23456","ENSMUSG00000078753",279
"23457","ENSMUSG00000081714",727
"23458","ENSMUSG00000101183",458
"23459","ENSMUSG00000094428",110
"23460","ENSMUSG00000081510",759
"23461","ENSMUSG00000084296",307
"23462","ENSMUSG00000100743",415
"23463","ENSMUSG00000081317",800
"23464","ENSMUSG00000101203",482
"23465","ENSMUSG00000083085",615
"23466","ENSMUSG00000066586",579
"23467","ENSMUSG00000083942",291
"23468","ENSMUSG00000101159",67
"23469","ENSMUSG00000081962",587
"23470","ENSMUSG00000081768",282
"23471","ENSMUSG00000066584",1571
"23472","ENSMUSG00000066583",1005
"23473","ENSMUSG00000083434",482
"23474","ENSMUSG00000080947",143
"23475","ENSMUSG00000078752",491
"23476","ENSMUSG00000036459",2383
"23477","ENSMUSG00000052997",6033
"23478","ENSMUSG00000081491",333
"23479","ENSMUSG00000081161",397
"23480","ENSMUSG00000002635",1549
"23481","ENSMUSG00000036427",6452
"23482","ENSMUSG00000097660",5284
"23483","ENSMUSG00000086526",483
"23484","ENSMUSG00000085105",5232
"23485","ENSMUSG00000066571",8239
"23486","ENSMUSG00000108737",1104
"23487","ENSMUSG00000078380",456
"23488","ENSMUSG00000066568",6136
"23489","ENSMUSG00000108447",2631
"23490","ENSMUSG00000082684",416
"23491","ENSMUSG00000086184",617
"23492","ENSMUSG00000108732",3881
"23493","ENSMUSG00000085124",1823
"23494","ENSMUSG00000081863",645
"23495","ENSMUSG00000086631",3811
"23496","ENSMUSG00000108723",717
"23497","ENSMUSG00000030499",4238
"23498","ENSMUSG00000085923",395
"23499","ENSMUSG00000087127",599
"23500","ENSMUSG00000060402",5966
"23501","ENSMUSG00000063931",3082
"23502","ENSMUSG00000077469",130
"23503","ENSMUSG00000056216",5621
"23504","ENSMUSG00000108486",336
"23505","ENSMUSG00000108753",617
"23506","ENSMUSG00000108333",254
"23507","ENSMUSG00000108739",427
"23508","ENSMUSG00000093153",70
"23509","ENSMUSG00000108657",799
"23510","ENSMUSG00000088799",119
"23511","ENSMUSG00000108624",504
"23512","ENSMUSG00000034957",2636
"23513","ENSMUSG00000108575",1140
"23514","ENSMUSG00000030495",2111
"23515","ENSMUSG00000001802",4700
"23516","ENSMUSG00000088307",126
"23517","ENSMUSG00000063808",3791
"23518","ENSMUSG00000108704",755
"23519","ENSMUSG00000030494",6304
"23520","ENSMUSG00000030493",1966
"23521","ENSMUSG00000023072",5087
"23522","ENSMUSG00000100776",1204
"23523","ENSMUSG00000030492",2676
"23524","ENSMUSG00000030491",4338
"23525","ENSMUSG00000100068",1214
"23526","ENSMUSG00000034875",2680
"23527","ENSMUSG00000097509",1569
"23528","ENSMUSG00000056043",6590
"23529","ENSMUSG00000034867",6058
"23530","ENSMUSG00000030417",2486
"23531","ENSMUSG00000043671",11367
"23532","ENSMUSG00000044452",8231
"23533","ENSMUSG00000096990",2291
"23534","ENSMUSG00000044997",702
"23535","ENSMUSG00000100387",450
"23536","ENSMUSG00000108711",138
"23537","ENSMUSG00000066543",555
"23538","ENSMUSG00000098016",975
"23539","ENSMUSG00000093359",101
"23540","ENSMUSG00000093216",90
"23541","ENSMUSG00000101965",659
"23542","ENSMUSG00000104330",922
"23543","ENSMUSG00000021217",5456
"23544","ENSMUSG00000103882",1160
"23545","ENSMUSG00000102516",4008
"23546","ENSMUSG00000104420",2386
"23547","ENSMUSG00000104454",1542
"23548","ENSMUSG00000089273",279
"23549","ENSMUSG00000101342",874
"23550","ENSMUSG00000100616",410
"23551","ENSMUSG00000100905",354
"23552","ENSMUSG00000099715",1635
"23553","ENSMUSG00000108434",3202
"23554","ENSMUSG00000108507",1201
"23555","ENSMUSG00000108790",2303
"23556","ENSMUSG00000043456",9218
"23557","ENSMUSG00000108330",802
"23558","ENSMUSG00000108572",3258
"23559","ENSMUSG00000093540",1288
"23560","ENSMUSG00000064591",106
"23561","ENSMUSG00000030421",3673
"23562","ENSMUSG00000108726",600
"23563","ENSMUSG00000108334",737
"23564","ENSMUSG00000002068",2662
"23565","ENSMUSG00000089230",58
"23566","ENSMUSG00000108332",742
"23567","ENSMUSG00000054676",3949
"23568","ENSMUSG00000074170",5263
"23569","ENSMUSG00000030423",2848
"23570","ENSMUSG00000108749",469
"23571","ENSMUSG00000101410",2177
"23572","ENSMUSG00000101548",2544
"23573","ENSMUSG00000100374",1891
"23574","ENSMUSG00000101708",1573
"23575","ENSMUSG00000094848",107
"23576","ENSMUSG00000102073",2558
"23577","ENSMUSG00000099781",2141
"23578","ENSMUSG00000094920",2574
"23579","ENSMUSG00000099846",1891
"23580","ENSMUSG00000100169",645
"23581","ENSMUSG00000060565",3441
"23582","ENSMUSG00000099765",2578
"23583","ENSMUSG00000101847",3492
"23584","ENSMUSG00000100810",222
"23585","ENSMUSG00000095537",105
"23586","ENSMUSG00000100841",2578
"23587","ENSMUSG00000094233",2626
"23588","ENSMUSG00000100788",3452
"23589","ENSMUSG00000099772",225
"23590","ENSMUSG00000101855",1414
"23591","ENSMUSG00000094419",107
"23592","ENSMUSG00000101470",2560
"23593","ENSMUSG00000099981",2575
"23594","ENSMUSG00000096277",2604
"23595","ENSMUSG00000101023",3483
"23596","ENSMUSG00000095053",105
"23597","ENSMUSG00000101035",2560
"23598","ENSMUSG00000101703",1887
"23599","ENSMUSG00000101454",2565
"23600","ENSMUSG00000102017",2580
"23601","ENSMUSG00000097653",2632
"23602","ENSMUSG00000099951",3489
"23603","ENSMUSG00000096181",105
"23604","ENSMUSG00000100112",2564
"23605","ENSMUSG00000100721",2580
"23606","ENSMUSG00000053742",3047
"23607","ENSMUSG00000098777",107
"23608","ENSMUSG00000046372",2594
"23609","ENSMUSG00000030424",2480
"23610","ENSMUSG00000100490",1290
"23611","ENSMUSG00000068959",5969
"23612","ENSMUSG00000104150",2370
"23613","ENSMUSG00000108621",16543
"23614","ENSMUSG00000099934",594
"23615","ENSMUSG00000096980",2927
"23616","ENSMUSG00000074903",560
"23617","ENSMUSG00000070236",111
"23618","ENSMUSG00000100912",464
"23619","ENSMUSG00000101901",532
"23620","ENSMUSG00000110135",399
"23621","ENSMUSG00000102085",982
"23622","ENSMUSG00000100431",1701
"23623","ENSMUSG00000102227",2998
"23624","ENSMUSG00000109083",4432
"23625","ENSMUSG00000102464",3277
"23626","ENSMUSG00000056836",395
"23627","ENSMUSG00000101153",1202
"23628","ENSMUSG00000087914",272
"23629","ENSMUSG00000100650",471
"23630","ENSMUSG00000102004",1429
"23631","ENSMUSG00000100600",5229
"23632","ENSMUSG00000108672",493
"23633","ENSMUSG00000101643",2694
"23634","ENSMUSG00000084473",81
"23635","ENSMUSG00000039257",2747
"23636","ENSMUSG00000099768",2188
"23637","ENSMUSG00000091692",2963
"23638","ENSMUSG00000108397",736
"23639","ENSMUSG00000108364",304
"23640","ENSMUSG00000048312",2852
"23641","ENSMUSG00000100732",189
"23642","ENSMUSG00000108661",1301
"23643","ENSMUSG00000108490",876
"23644","ENSMUSG00000102113",807
"23645","ENSMUSG00000108619",241
"23646","ENSMUSG00000101195",2557
"23647","ENSMUSG00000101650",2173
"23648","ENSMUSG00000108754",658
"23649","ENSMUSG00000072259",3069
"23650","ENSMUSG00000078737",2560
"23651","ENSMUSG00000100376",189
"23652","ENSMUSG00000099657",2171
"23653","ENSMUSG00000099979",1024
"23654","ENSMUSG00000108395",445
"23655","ENSMUSG00000101196",3083
"23656","ENSMUSG00000108779",1120
"23657","ENSMUSG00000049062",2129
"23658","ENSMUSG00000108340",802
"23659","ENSMUSG00000099511",184
"23660","ENSMUSG00000092031",2177
"23661","ENSMUSG00000101449",1501
"23662","ENSMUSG00000082080",3490
"23663","ENSMUSG00000056383",4009
"23664","ENSMUSG00000091864",906
"23665","ENSMUSG00000092592",3847
"23666","ENSMUSG00000066537",2592
"23667","ENSMUSG00000108312",217
"23668","ENSMUSG00000074166",6093
"23669","ENSMUSG00000083500",1371
"23670","ENSMUSG00000090744",1892
"23671","ENSMUSG00000090341",469
"23672","ENSMUSG00000108482",546
"23673","ENSMUSG00000091474",4857
"23674","ENSMUSG00000074165",4346
"23675","ENSMUSG00000091401",1602
"23676","ENSMUSG00000074164",4744
"23677","ENSMUSG00000091004",700
"23678","ENSMUSG00000092193",650
"23679","ENSMUSG00000092538",240
"23680","ENSMUSG00000092451",2596
"23681","ENSMUSG00000090383",2589
"23682","ENSMUSG00000092328",2598
"23683","ENSMUSG00000092032",2598
"23684","ENSMUSG00000092281",648
"23685","ENSMUSG00000083623",2066
"23686","ENSMUSG00000048574",1287
"23687","ENSMUSG00000090619",2562
"23688","ENSMUSG00000092257",1004
"23689","ENSMUSG00000108562",122
"23690","ENSMUSG00000090967",2707
"23691","ENSMUSG00000092370",242
"23692","ENSMUSG00000092411",1429
"23693","ENSMUSG00000092382",135
"23694","ENSMUSG00000070621",897
"23695","ENSMUSG00000030463",1890
"23696","ENSMUSG00000092301",482
"23697","ENSMUSG00000092416",4868
"23698","ENSMUSG00000092505",255
"23699","ENSMUSG00000108491",417
"23700","ENSMUSG00000108446",3917
"23701","ENSMUSG00000094462",123
"23702","ENSMUSG00000092335",1425
"23703","ENSMUSG00000076180",110
"23704","ENSMUSG00000074158",4995
"23705","ENSMUSG00000069727",4460
"23706","ENSMUSG00000091594",3673
"23707","ENSMUSG00000092554",511
"23708","ENSMUSG00000092238",1116
"23709","ENSMUSG00000091926",2580
"23710","ENSMUSG00000092225",4073
"23711","ENSMUSG00000092191",1118
"23712","ENSMUSG00000090751",2580
"23713","ENSMUSG00000080892",484
"23714","ENSMUSG00000044609",789
"23715","ENSMUSG00000076190",110
"23716","ENSMUSG00000091528",2594
"23717","ENSMUSG00000108666",348
"23718","ENSMUSG00000107181",378
"23719","ENSMUSG00000108492",536
"23720","ENSMUSG00000071952",125
"23721","ENSMUSG00000064194",3274
"23722","ENSMUSG00000077022",110
"23723","ENSMUSG00000074887",2740
"23724","ENSMUSG00000012640",5119
"23725","ENSMUSG00000108300",238
"23726","ENSMUSG00000039013",2790
"23727","ENSMUSG00000070606",265
"23728","ENSMUSG00000108775",354
"23729","ENSMUSG00000030468",4806
"23730","ENSMUSG00000093639",2185
"23731","ENSMUSG00000004612",914
"23732","ENSMUSG00000038973",721
"23733","ENSMUSG00000004610",1164
"23734","ENSMUSG00000107482",981
"23735","ENSMUSG00000108618",477
"23736","ENSMUSG00000099210",73
"23737","ENSMUSG00000070604",4075
"23738","ENSMUSG00000013367",2622
"23739","ENSMUSG00000013353",5633
"23740","ENSMUSG00000108438",553
"23741","ENSMUSG00000108695",886
"23742","ENSMUSG00000004609",7771
"23743","ENSMUSG00000108411",358
"23744","ENSMUSG00000056592",3495
"23745","ENSMUSG00000030469",4706
"23746","ENSMUSG00000055102",2466
"23747","ENSMUSG00000030472",1970
"23748","ENSMUSG00000030474",1849
"23749","ENSMUSG00000108783",230
"23750","ENSMUSG00000038888",2475
"23751","ENSMUSG00000044737",1271
"23752","ENSMUSG00000108734",453
"23753","ENSMUSG00000097178",4492
"23754","ENSMUSG00000054046",2297
"23755","ENSMUSG00000108588",434
"23756","ENSMUSG00000044430",1195
"23757","ENSMUSG00000067616",1467
"23758","ENSMUSG00000030693",1373
"23759","ENSMUSG00000047884",1476
"23760","ENSMUSG00000064023",1540
"23761","ENSMUSG00000030713",1895
"23762","ENSMUSG00000050063",1513
"23763","ENSMUSG00000074155",1336
"23764","ENSMUSG00000108781",1216
"23765","ENSMUSG00000108527",305
"23766","ENSMUSG00000006948",1249
"23767","ENSMUSG00000108444",2899
"23768","ENSMUSG00000055193",951
"23769","ENSMUSG00000108432",1069
"23770","ENSMUSG00000060161",690
"23771","ENSMUSG00000108323",1187
"23772","ENSMUSG00000063089",859
"23773","ENSMUSG00000108651",786
"23774","ENSMUSG00000063133",867
"23775","ENSMUSG00000108746",591
"23776","ENSMUSG00000059042",870
"23777","ENSMUSG00000108730",1184
"23778","ENSMUSG00000108602",783
"23779","ENSMUSG00000044485",863
"23780","ENSMUSG00000108794",1008
"23781","ENSMUSG00000108539",751
"23782","ENSMUSG00000053719",1386
"23783","ENSMUSG00000108759",167
"23784","ENSMUSG00000108339",217
"23785","ENSMUSG00000108328",825
"23786","ENSMUSG00000108440",696
"23787","ENSMUSG00000063177",889
"23788","ENSMUSG00000108538",151
"23789","ENSMUSG00000108400",777
"23790","ENSMUSG00000108498",833
"23791","ENSMUSG00000108406",715
"23792","ENSMUSG00000108517",151
"23793","ENSMUSG00000066516",871
"23794","ENSMUSG00000108301",1015
"23795","ENSMUSG00000060177",855
"23796","ENSMUSG00000108796",960
"23797","ENSMUSG00000108403",784
"23798","ENSMUSG00000108797",345
"23799","ENSMUSG00000038968",1387
"23800","ENSMUSG00000108774",943
"23801","ENSMUSG00000063713",878
"23802","ENSMUSG00000108727",708
"23803","ENSMUSG00000066515",889
"23804","ENSMUSG00000108459",949
"23805","ENSMUSG00000066513",839
"23806","ENSMUSG00000108679",1189
"23807","ENSMUSG00000066512",1391
"23808","ENSMUSG00000062073",1436
"23809","ENSMUSG00000063903",1077
"23810","ENSMUSG00000038782",2177
"23811","ENSMUSG00000108622",1698
"23812","ENSMUSG00000088439",288
"23813","ENSMUSG00000045411",5233
"23814","ENSMUSG00000101166",2991
"23815","ENSMUSG00000080352",91
"23816","ENSMUSG00000096296",90
"23817","ENSMUSG00000095472",90
"23818","ENSMUSG00000080683",93
"23819","ENSMUSG00000012777",1749
"23820","ENSMUSG00000087376",445
"23821","ENSMUSG00000108705",928
"23822","ENSMUSG00000108343",949
"23823","ENSMUSG00000108512",973
"23824","ENSMUSG00000004473",2978
"23825","ENSMUSG00000038738",10514
"23826","ENSMUSG00000108719",157
"23827","ENSMUSG00000008028",3675
"23828","ENSMUSG00000108509",581
"23829","ENSMUSG00000030731",3118
"23830","ENSMUSG00000108372",2755
"23831","ENSMUSG00000047085",2929
"23832","ENSMUSG00000038704",1470
"23833","ENSMUSG00000038695",2633
"23834","ENSMUSG00000098661",65
"23835","ENSMUSG00000108322",795
"23836","ENSMUSG00000008140",2917
"23837","ENSMUSG00000051113",2154
"23838","ENSMUSG00000108607",645
"23839","ENSMUSG00000038670",3611
"23840","ENSMUSG00000008193",2868
"23841","ENSMUSG00000038644",4859
"23842","ENSMUSG00000099330",73
"23843","ENSMUSG00000109236",331
"23844","ENSMUSG00000060601",3354
"23845","ENSMUSG00000002204",2660
"23846","ENSMUSG00000109491",1089
"23847","ENSMUSG00000062785",5995
"23848","ENSMUSG00000108832",2303
"23849","ENSMUSG00000030739",7273
"23850","ENSMUSG00000109352",907
"23851","ENSMUSG00000070574",1558
"23852","ENSMUSG00000066500",724
"23853","ENSMUSG00000048012",10037
"23854","ENSMUSG00000002205",6744
"23855","ENSMUSG00000109227",452
"23856","ENSMUSG00000038539",1993
"23857","ENSMUSG00000109511",2854
"23858","ENSMUSG00000074141",4080
"23859","ENSMUSG00000038520",9726
"23860","ENSMUSG00000011096",3072
"23861","ENSMUSG00000076051",73
"23862","ENSMUSG00000002963",3250
"23863","ENSMUSG00000038502",4213
"23864","ENSMUSG00000002968",7629
"23865","ENSMUSG00000109198",3795
"23866","ENSMUSG00000011658",5003
"23867","ENSMUSG00000060279",4300
"23868","ENSMUSG00000059891",1936
"23869","ENSMUSG00000007783",5605
"23870","ENSMUSG00000109111",892
"23871","ENSMUSG00000109324",3425
"23872","ENSMUSG00000087138",1976
"23873","ENSMUSG00000003190",1976
"23874","ENSMUSG00000003184",3442
"23875","ENSMUSG00000038406",5930
"23876","ENSMUSG00000098839",62
"23877","ENSMUSG00000038387",1121
"23878","ENSMUSG00000046574",7185
"23879","ENSMUSG00000007837",2581
"23880","ENSMUSG00000003421",2800
"23881","ENSMUSG00000019539",1717
"23882","ENSMUSG00000109947",459
"23883","ENSMUSG00000003420",2102
"23884","ENSMUSG00000065495",65
"23885","ENSMUSG00000110279",778
"23886","ENSMUSG00000003429",865
"23887","ENSMUSG00000064767",87
"23888","ENSMUSG00000074129",2114
"23889","ENSMUSG00000089989",1477
"23890","ENSMUSG00000065818",90
"23891","ENSMUSG00000065878",70
"23892","ENSMUSG00000065628",84
"23893","ENSMUSG00000105913",74
"23894","ENSMUSG00000065219",83
"23895","ENSMUSG00000110206",3878
"23896","ENSMUSG00000007833",5622
"23897","ENSMUSG00000003423",2020
"23898","ENSMUSG00000070570",5392
"23899","ENSMUSG00000106470",59
"23900","ENSMUSG00000095276",1849
"23901","ENSMUSG00000038300",668
"23902","ENSMUSG00000038292",2365
"23903","ENSMUSG00000030792",1576
"23904","ENSMUSG00000030796",4788
"23905","ENSMUSG00000030798",3522
"23906","ENSMUSG00000094152",3024
"23907","ENSMUSG00000088281",102
"23908","ENSMUSG00000070568",3872
"23909","ENSMUSG00000038260",10826
"23910","ENSMUSG00000046721",653
"23911","ENSMUSG00000038239",2566
"23912","ENSMUSG00000003863",7899
"23913","ENSMUSG00000091510",827
"23914","ENSMUSG00000003872",1463
"23915","ENSMUSG00000110070",528
"23916","ENSMUSG00000063511",7618
"23917","ENSMUSG00000084519",154
"23918","ENSMUSG00000038201",2182
"23919","ENSMUSG00000074121",2653
"23920","ENSMUSG00000100916",678
"23921","ENSMUSG00000003868",2902
"23922","ENSMUSG00000003865",4789
"23923","ENSMUSG00000050708",1340
"23924","ENSMUSG00000076036",109
"23925","ENSMUSG00000110350",832
"23926","ENSMUSG00000003873",1576
"23927","ENSMUSG00000109926",789
"23928","ENSMUSG00000011382",7408
"23929","ENSMUSG00000023467",3150
"23930","ENSMUSG00000030824",8212
"23931","ENSMUSG00000110387",211
"23932","ENSMUSG00000040435",2937
"23933","ENSMUSG00000040428",6371
"23934","ENSMUSG00000110144",530
"23935","ENSMUSG00000030825",2046
"23936","ENSMUSG00000109644",3583
"23937","ENSMUSG00000030826",3900
"23938","ENSMUSG00000109632",522
"23939","ENSMUSG00000030827",951
"23940","ENSMUSG00000008461",2786
"23941","ENSMUSG00000064158",2992
"23942","ENSMUSG00000044562",3202
"23943","ENSMUSG00000109998",1000
"23944","ENSMUSG00000110357",1542
"23945","ENSMUSG00000042918",4877
"23946","ENSMUSG00000055978",5431
"23947","ENSMUSG00000040364",2470
"23948","ENSMUSG00000070564",2216
"23949","ENSMUSG00000003273",1926
"23950","ENSMUSG00000059824",2993
"23951","ENSMUSG00000057342",4159
"23952","ENSMUSG00000059070",4043
"23953","ENSMUSG00000054161",3843
"23954","ENSMUSG00000070563",707
"23955","ENSMUSG00000003271",3950
"23956","ENSMUSG00000109602",515
"23957","ENSMUSG00000062044",5744
"23958","ENSMUSG00000003269",3445
"23959","ENSMUSG00000110197",898
"23960","ENSMUSG00000058743",2717
"23961","ENSMUSG00000053801",2057
"23962","ENSMUSG00000110020",1459
"23963","ENSMUSG00000002771",6658
"23964","ENSMUSG00000002778",1874
"23965","ENSMUSG00000088555",85
"23966","ENSMUSG00000040231",1001
"23967","ENSMUSG00000002781",7518
"23968","ENSMUSG00000040212",1071
"23969","ENSMUSG00000110208",411
"23970","ENSMUSG00000040189",6086
"23971","ENSMUSG00000109673",311
"23972","ENSMUSG00000030834",5721
"23973","ENSMUSG00000109702",450
"23974","ENSMUSG00000030835",5936
"23975","ENSMUSG00000109882",1066
"23976","ENSMUSG00000096146",3677
"23977","ENSMUSG00000040136",8090
"23978","ENSMUSG00000110146",545
"23979","ENSMUSG00000110240",1109
"23980","ENSMUSG00000030838",3849
"23981","ENSMUSG00000110060",3653
"23982","ENSMUSG00000009487",10349
"23983","ENSMUSG00000109962",2169
"23984","ENSMUSG00000009471",1861
"23985","ENSMUSG00000058975",9458
"23986","ENSMUSG00000030839",3476
"23987","ENSMUSG00000094229",107
"23988","ENSMUSG00000110316",1330
"23989","ENSMUSG00000087492",821
"23990","ENSMUSG00000110272",275
"23991","ENSMUSG00000040046",6172
"23992","ENSMUSG00000110010",2546
"23993","ENSMUSG00000006763",8080
"23994","ENSMUSG00000040026",2606
"23995","ENSMUSG00000040017",2094
"23996","ENSMUSG00000109624",320
"23997","ENSMUSG00000074115",2478
"23998","ENSMUSG00000057465",2518
"23999","ENSMUSG00000014418",6497
"24000","ENSMUSG00000110087",695
"24001","ENSMUSG00000006599",2984
"24002","ENSMUSG00000087298",554
"24003","ENSMUSG00000109663",415
"24004","ENSMUSG00000063229",3310
"24005","ENSMUSG00000030851",1580
"24006","ENSMUSG00000014402",2730
"24007","ENSMUSG00000110213",274
"24008","ENSMUSG00000043262",7549
"24009","ENSMUSG00000109231",1612
"24010","ENSMUSG00000110416",110
"24011","ENSMUSG00000110001",2415
"24012","ENSMUSG00000109637",350
"24013","ENSMUSG00000056509",683
"24014","ENSMUSG00000049516",6788
"24015","ENSMUSG00000109118",759
"24016","ENSMUSG00000109634",408
"24017","ENSMUSG00000010307",1887
"24018","ENSMUSG00000111473",2562
"24019","ENSMUSG00000030854",5794
"24020","ENSMUSG00000098960",59
"24021","ENSMUSG00000109501",2094
"24022","ENSMUSG00000109200",549
"24023","ENSMUSG00000052303",1091
"24024","ENSMUSG00000074111",1110
"24025","ENSMUSG00000099560",918
"24026","ENSMUSG00000050650",1088
"24027","ENSMUSG00000109164",441
"24028","ENSMUSG00000100470",455
"24029","ENSMUSG00000095085",107
"24030","ENSMUSG00000093973",1240
"24031","ENSMUSG00000096719",1334
"24032","ENSMUSG00000101780",908
"24033","ENSMUSG00000101944",964
"24034","ENSMUSG00000101664",913
"24035","ENSMUSG00000099659",958
"24036","ENSMUSG00000078698",1295
"24037","ENSMUSG00000100665",952
"24038","ENSMUSG00000101087",714
"24039","ENSMUSG00000101817",214
"24040","ENSMUSG00000099603",955
"24041","ENSMUSG00000101739",939
"24042","ENSMUSG00000077110",110
"24043","ENSMUSG00000100920",820
"24044","ENSMUSG00000102109",496
"24045","ENSMUSG00000102068",952
"24046","ENSMUSG00000102128",904
"24047","ENSMUSG00000101622",907
"24048","ENSMUSG00000101101",955
"24049","ENSMUSG00000101759",913
"24050","ENSMUSG00000101906",1516
"24051","ENSMUSG00000067173",1259
"24052","ENSMUSG00000070552",1180
"24053","ENSMUSG00000101063",964
"24054","ENSMUSG00000102003",274
"24055","ENSMUSG00000101900",949
"24056","ENSMUSG00000102100",883
"24057","ENSMUSG00000101352",670
"24058","ENSMUSG00000070551",1037
"24059","ENSMUSG00000101543",902
"24060","ENSMUSG00000070550",1219
"24061","ENSMUSG00000097955",498
"24062","ENSMUSG00000099952",623
"24063","ENSMUSG00000099620",985
"24064","ENSMUSG00000100687",580
"24065","ENSMUSG00000050870",1123
"24066","ENSMUSG00000070547",4185
"24067","ENSMUSG00000074109",4735
"24068","ENSMUSG00000050425",2077
"24069","ENSMUSG00000101362",892
"24070","ENSMUSG00000100250",784
"24071","ENSMUSG00000070546",1009
"24072","ENSMUSG00000099889",994
"24073","ENSMUSG00000109170",462
"24074","ENSMUSG00000030471",2410
"24075","ENSMUSG00000109317",3108
"24076","ENSMUSG00000030470",2671
"24077","ENSMUSG00000046179",5443
"24078","ENSMUSG00000085995",7586
"24079","ENSMUSG00000110093",681
"24080","ENSMUSG00000052512",32228
"24081","ENSMUSG00000109507",604
"24082","ENSMUSG00000109068",145
"24083","ENSMUSG00000109203",1798
"24084","ENSMUSG00000108950",2133
"24085","ENSMUSG00000103834",3580
"24086","ENSMUSG00000109051",2990
"24087","ENSMUSG00000102148",1999
"24088","ENSMUSG00000030507",2091
"24089","ENSMUSG00000039745",2024
"24090","ENSMUSG00000030505",5996
"24091","ENSMUSG00000109154",6389
"24092","ENSMUSG00000097864",1349
"24093","ENSMUSG00000039728",7203
"24094","ENSMUSG00000055409",7271
"24095","ENSMUSG00000085265",1164
"24096","ENSMUSG00000084234",1341
"24097","ENSMUSG00000109409",2609
"24098","ENSMUSG00000108958",2578
"24099","ENSMUSG00000109494",2608
"24100","ENSMUSG00000109476",2608
"24101","ENSMUSG00000109172",2608
"24102","ENSMUSG00000109173",2611
"24103","ENSMUSG00000109202",2608
"24104","ENSMUSG00000108963",5084
"24105","ENSMUSG00000109443",120
"24106","ENSMUSG00000109059",468
"24107","ENSMUSG00000055489",7820
"24108","ENSMUSG00000030500",5399
"24109","ENSMUSG00000109437",929
"24110","ENSMUSG00000109331",1054
"24111","ENSMUSG00000078636",1232
"24112","ENSMUSG00000102124",320
"24113","ENSMUSG00000108842",2515
"24114","ENSMUSG00000108957",4465
"24115","ENSMUSG00000092118",1691
"24116","ENSMUSG00000030498",4993
"24117","ENSMUSG00000074093",3561
"24118","ENSMUSG00000094445",397
"24119","ENSMUSG00000109526",805
"24120","ENSMUSG00000088722",156
"24121","ENSMUSG00000109026",484
"24122","ENSMUSG00000109099",484
"24123","ENSMUSG00000074092",264
"24124","ENSMUSG00000070203",108
"24125","ENSMUSG00000099176",129
"24126","ENSMUSG00000109312",2614
"24127","ENSMUSG00000099089",108
"24128","ENSMUSG00000092856",217
"24129","ENSMUSG00000099647",321
"24130","ENSMUSG00000109050",1158
"24131","ENSMUSG00000063297",5617
"24132","ENSMUSG00000108474",1538
"24133","ENSMUSG00000108665",1341
"24134","ENSMUSG00000108581",772
"24135","ENSMUSG00000108756",2174
"24136","ENSMUSG00000108519",1391
"24137","ENSMUSG00000108326",876
"24138","ENSMUSG00000077163",107
"24139","ENSMUSG00000108325",2223
"24140","ENSMUSG00000108744",546
"24141","ENSMUSG00000108363",358
"24142","ENSMUSG00000088640",62
"24143","ENSMUSG00000051504",3383
"24144","ENSMUSG00000033790",8934
"24145","ENSMUSG00000030447",11941
"24146","ENSMUSG00000092526",710
"24147","ENSMUSG00000108701",1732
"24148","ENSMUSG00000030452",7068
"24149","ENSMUSG00000087178",2354
"24150","ENSMUSG00000108358",1324
"24151","ENSMUSG00000047037",3183
"24152","ENSMUSG00000085927",538
"24153","ENSMUSG00000108640",1157
"24154","ENSMUSG00000108443",4532
"24155","ENSMUSG00000078087",399
